ticker_q,sql
DE,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DE' AND dlycaldt IN ('2020-12-16', '2020-03-27', '2021-01-04', '2020-05-13', '2022-05-18', '2021-06-04', '2021-06-14', '2021-08-10', '2021-08-10', '2021-08-10', '2021-08-25', '2021-09-10', '2022-06-28', '2020-02-20', '2021-06-22', '2022-06-14', '2021-02-10', '2021-02-26', '2021-09-10', '2021-03-16', '2021-03-15', '2021-02-11', '2021-02-11', '2022-06-27', '2021-05-27', '2021-06-24', '2021-05-27', '2021-03-15', '2021-03-17', '2021-10-15', '2021-10-22', '2022-07-15', '2022-07-29', '2022-08-11', '2022-02-25');"
DEACU,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DEACU' AND dlycaldt IN ('2020-01-21', '2020-01-21', '2020-04-17', '2020-04-20', '2020-04-21', '2020-04-17', '2020-04-20', '2020-04-21', '2020-04-16', '2020-04-16', '2020-01-30', '2020-01-31', '2020-02-03', '2020-01-30', '2020-01-31', '2020-02-03', '2020-01-17', '2020-01-17');"
DECK,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DECK' AND dlycaldt IN ('2021-10-06', '2022-06-08', '2022-06-08', '2022-06-08', '2019-04-16', '2019-04-03', '2019-01-23', '2019-01-09', '2021-07-30', '2021-11-04', '2021-08-04', '2021-08-02', '2021-08-05');"
DELL,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DELL' AND dlycaldt IN ('2020-07-16', '2021-01-28', '2020-05-29', '2021-08-17', '2021-02-09', '2020-10-01');"
DENN,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DENN' AND dlycaldt IN ('2020-02-12');
DEO,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DEO' AND dlycaldt IN ('2020-06-26', '2021-02-17', '2020-05-14', '2020-03-02', '2022-06-29', '2022-06-28', '2020-01-13', '2020-03-18', '2020-03-18', '2019-06-24', '2019-02-15', '2020-08-04', '2021-04-13', '2020-07-27', '2020-03-18', '2020-01-07', '2020-09-30');"
DESY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DESY' AND dlycaldt IN ('2021-03-25');
DFKCY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DFKCY' AND dlycaldt IN ('2022-06-29', '2022-06-30');"
DFREX,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DFREX' AND dlycaldt IN ('2020-11-12');
DFS,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DFS' AND dlycaldt IN ('2021-01-12', '2021-02-16', '2020-03-18', '2020-02-20', '2020-09-28', '2021-05-20', '2021-05-20', '2020-04-02');"
DG,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DG' AND dlycaldt IN ('2020-03-31', '2021-02-16', '2020-04-07', '2021-06-01', '2021-10-20', '2020-11-19', '2020-11-19', '2021-03-18', '2021-01-27', '2021-01-27', '2022-04-21', '2021-05-14', '2020-02-10', '2022-06-13', '2021-03-22', '2021-03-22', '2020-07-27', '2020-06-05', '2022-01-07', '2020-05-27', '2020-01-09', '2020-01-08', '2020-01-07');"
DGRO,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DGRO' AND dlycaldt IN ('2020-08-10', '2020-04-22', '2020-04-06', '2020-04-06', '2020-04-06', '2020-11-30', '2020-12-17', '2021-07-01', '2021-09-30', '2021-09-30');"
DGX,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DGX' AND dlycaldt IN ('2021-04-09', '2020-06-01', '2020-03-02', '2022-02-24', '2022-03-14', '2021-07-28', '2020-02-10', '2020-04-02', '2020-01-17');"
DHR,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DHR' AND dlycaldt IN ('2020-03-27', '2021-02-16', '2020-08-10', '2021-01-06', '2020-02-19', '2022-09-14', '2022-05-10', '2022-05-10', '2022-05-10', '2020-03-23', '2021-06-22', '2019-12-31', '2021-07-01', '2020-08-07', '2021-09-30', '2020-04-09', '2020-01-15', '2019-12-18', '2022-03-09', '2020-11-13');"
DIA,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DIA' AND dlycaldt IN ('2020-02-10', '2020-02-24', '2020-02-28', '2020-03-04', '2020-03-05', '2020-03-06', '2020-03-09', '2020-03-12', '2020-03-13', '2020-04-10', '2020-03-05', '2020-03-04', '2019-05-23', '2020-04-08', '2020-04-09', '2020-03-27', '2020-03-27', '2020-03-24', '2020-03-18', '2020-03-18');"
DIAL,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DIAL' AND dlycaldt IN ('2021-10-06', '2021-07-07', '2021-08-05', '2021-09-07');"
DIN,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DIN' AND dlycaldt IN ('2019-04-26', '2020-12-08', '2020-12-03', '2019-04-03', '2019-06-24');"
DINO,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DINO' AND dlycaldt IN ('2022-08-03');
DIS,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DIS' AND dlycaldt IN ('2020-05-11', '2020-01-14', '2021-02-02', '2021-01-15', '2019-05-14', '2020-12-31', '2020-02-24', '2020-04-27', '2021-06-25', '2021-06-14', '2020-02-28', '2020-03-12', '2020-03-18', '2020-03-26', '2022-01-25', '2020-05-05', '2021-08-31', '2022-02-24', '2022-03-14', '2020-11-20', '2020-05-07', '2020-11-18', '2021-10-04', '2020-03-09', '2020-07-08', '2021-12-16', '2021-11-15', '2022-04-11', '2020-01-10', '2020-01-27', '2020-02-19', '2020-04-17', '2020-05-07', '2020-03-23', '2020-07-14', '2021-12-28', '2022-08-25', '2020-12-22', '2021-10-22', '2021-10-22', '2020-03-26', '2021-04-30', '2021-07-15', '2022-03-10', '2019-12-31', '2021-03-05', '2020-03-18', '2020-05-05', '2021-03-02', '2020-04-06', '2020-09-16', '2021-03-10', '2021-02-11', '2021-02-11', '2022-08-15', '2021-11-11', '2021-07-19', '2022-02-28', '2021-12-17', '2021-02-19', '2021-02-26', '2020-08-07', '2021-09-02', '2019-12-24', '2020-02-10', '2020-09-25', '2022-01-21', '2021-06-09', '2021-12-02', '2022-01-14', '2020-03-18', '2020-03-18', '2020-03-18', '2020-03-13');"
DISCA,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DISCA' AND dlycaldt IN ('2021-06-15', '2022-02-24', '2020-03-18', '2021-03-31', '2019-06-24', '2020-01-21', '2020-04-02');"
DISCK,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DISCK' AND dlycaldt IN ('2020-04-02');
DIV,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DIV' AND dlycaldt IN ('2020-10-09');
DKNG,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DKNG' AND dlycaldt IN ('2021-01-19', '2021-01-19', '2020-05-18', '2020-05-18', '2020-05-20', '2020-05-20', '2020-05-18', '2020-05-18', '2020-05-20', '2020-05-20', '2020-01-21', '2020-02-03', '2020-06-03', '2020-06-03', '2020-06-03', '2020-06-03', '2020-06-03', '2020-06-29', '2020-06-29', '2022-01-19', '2021-01-21', '2021-11-19', '2021-08-06', '2021-08-06', '2020-05-26', '2020-05-26', '2020-05-26', '2020-05-26');"
DLAKY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DLAKY' AND dlycaldt IN ('2020-11-13');
DLB,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DLB' AND dlycaldt IN ('2019-06-24');
DLR,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DLR' AND dlycaldt IN ('2021-01-12', '2021-01-13', '2020-04-28', '2020-09-23', '2020-03-18', '2020-12-22', '2019-05-20', '2019-08-28', '2021-03-12', '2021-02-05', '2020-12-18', '2020-04-02');"
DLTR,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DLTR' AND dlycaldt IN ('2021-01-28', '2020-04-27', '2020-04-28', '2020-02-07', '2020-09-01', '2020-03-18', '2020-03-06', '2020-03-09', '2020-03-09', '2020-03-09', '2020-10-02', '2020-02-10', '2020-12-18', '2020-04-17', '2020-03-09', '2020-03-23');"
DMRC,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DMRC' AND dlycaldt IN ('2019-05-03');
DMTK,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DMTK' AND dlycaldt IN ('2021-01-11');
DNB,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DNB' AND dlycaldt IN ('2020-09-18', '2020-12-23', '2020-12-22');"
DNBBY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DNBBY' AND dlycaldt IN ('2022-02-17');
DNKEY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DNKEY' AND dlycaldt IN ('2020-03-18');
DNKN,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DNKN' AND dlycaldt IN ('2020-02-05', '2020-12-15');"
DNNGY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DNNGY' AND dlycaldt IN ('2020-03-18');
DNOW,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DNOW' AND dlycaldt IN ('2019-06-24');
DNTUY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DNTUY' AND dlycaldt IN ('2020-01-10', '2020-03-26', '2019-12-10', '2020-01-13', '2019-01-17', '2019-01-15', '2019-01-16', '2019-06-24', '2020-03-30');"
DNZOY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DNZOY' AND dlycaldt IN ('2020-03-18');
DOC,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DOC' AND dlycaldt IN ('2022-06-21', '2022-07-18');"
DOCU,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DOCU' AND dlycaldt IN ('2020-11-12', '2021-01-11', '2021-01-14', '2021-01-14', '2021-06-02');"
DODWX,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DODWX' AND dlycaldt IN ('2021-12-22');
DOGE-USD,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DOGE-USD' AND dlycaldt IN ('2021-05-11', '2021-04-01', '2021-04-14', '2021-06-13');"
DOMO,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DOMO' AND dlycaldt IN ('2021-02-02', '2019-04-29', '2019-12-23', '2019-08-02', '2019-06-24', '2019-03-19');"
DOOR,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DOOR' AND dlycaldt IN ('2019-03-19');
DORM,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DORM' AND dlycaldt IN ('2020-10-15', '2020-10-09', '2019-06-24', '2020-06-10');"
DOV,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DOV' AND dlycaldt IN ('2020-04-08', '2020-04-09', '2020-02-20', '2021-02-05', '2021-06-15', '2021-03-11', '2021-03-11', '2020-07-28', '2020-06-16');"
DOW,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DOW' AND dlycaldt IN ('2021-02-12', '2020-03-24', '2019-05-10', '2019-05-10', '2019-03-21', '2019-03-21', '2019-08-28', '2019-05-20', '2019-04-03', '2021-11-04', '2022-01-07', '2020-04-02', '2020-04-29', '2022-02-17');"
DOX,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DOX' AND dlycaldt IN ('2020-08-14', '2020-08-13', '2020-05-14');"
DPSGY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DPSGY' AND dlycaldt IN ('2020-11-13', '2020-03-18');"
DPZ,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DPZ' AND dlycaldt IN ('2020-02-26', '2020-04-28', '2021-06-17', '2021-06-21', '2021-02-25', '2020-10-19');"
DRE,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DRE' AND dlycaldt IN ('2021-01-13', '2021-01-12', '2020-04-08', '2020-04-09', '2022-05-10', '2020-10-19', '2021-11-26');"
DRI,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DRI' AND dlycaldt IN ('2021-02-05', '2020-04-13', '2020-11-30', '2020-05-11', '2020-03-09');"
DRQ,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DRQ' AND dlycaldt IN ('2020-01-10', '2019-12-10', '2019-01-09', '2020-09-15');"
DSDVY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DSDVY' AND dlycaldt IN ('2020-03-18');
DSGX,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DSGX' AND dlycaldt IN ('2020-03-31', '2020-03-26');"
DSU,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DSU' AND dlycaldt IN ('2020-10-09');
DTCWY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DTCWY' AND dlycaldt IN ('2020-03-18');
DTE,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DTE' AND dlycaldt IN ('2020-05-13', '2020-02-28', '2022-01-19', '2021-01-05', '2020-04-02');"
DTEGY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DTEGY' AND dlycaldt IN ('2020-01-02');
DTM,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DTM' AND dlycaldt IN ('2021-07-01', '2022-01-18');"
DUK,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DUK' AND dlycaldt IN ('2021-01-22', '2020-07-02', '2021-06-30', '2020-08-10', '2020-04-22', '2020-04-02', '2020-04-13', '2022-06-17', '2020-03-23', '2020-08-31', '2019-12-17', '2022-06-22', '2020-06-17', '2022-06-22', '2022-06-03', '2021-03-29', '2021-01-11', '2021-01-21', '2021-01-15', '2020-03-17');"
DUK$A,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DUK$A' AND dlycaldt IN ('2022-02-11', '2022-02-14', '2021-03-25');"
DUKE,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DUKE' AND dlycaldt IN ('2022-03-18');
DUKH,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DUKH' AND dlycaldt IN ('2021-10-07');
DURA,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DURA' AND dlycaldt IN ('2022-08-03');
DUSA,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DUSA' AND dlycaldt IN ('2020-07-13');
DVN,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DVN' AND dlycaldt IN ('2021-06-24', '2021-03-31', '2021-06-30', '2022-03-31', '2022-03-31', '2021-12-30', '2021-12-30', '2021-03-04', '2021-09-30', '2021-09-30', '2022-06-30', '2022-06-30');"
DWAC,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DWAC' AND dlycaldt IN ('2021-10-25');
DWAHY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DWAHY' AND dlycaldt IN ('2020-03-18');
DWDP,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DWDP' AND dlycaldt IN ('2019-02-05', '2019-05-20');"
DXC,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DXC' AND dlycaldt IN ('2021-02-16', '2020-05-13', '2020-02-07', '2020-08-10', '2020-03-18', '2020-02-28', '2021-03-01', '2021-03-01', '2020-04-02', '2019-12-06');"
DXCM,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DXCM' AND dlycaldt IN ('2020-12-24', '2021-02-16', '2020-12-22', '2020-08-13', '2020-10-02', '2020-09-16', '2021-07-01', '2020-05-11');"
DXJ,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='DXJ' AND dlycaldt IN ('2022-04-25');
E,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='E' AND dlycaldt IN ('2020-11-13');
EA,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='EA' AND dlycaldt IN ('2020-09-23', '2021-03-17', '2021-02-04', '2021-02-11', '2021-03-22', '2021-03-26');"
EBAY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='EBAY' AND dlycaldt IN ('2020-07-01', '2021-03-24', '2020-09-03');"
EBJ,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='EBJ' AND dlycaldt IN ('2020-08-04');
EBS,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='EBS' AND dlycaldt IN ('2021-02-23', '2021-11-05', '2020-11-24', '2020-03-26', '2020-06-19', '2020-06-30', '2020-06-15', '2020-06-26', '2021-09-15', '2021-10-18', '2020-07-30');"
EBSB,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='EBSB' AND dlycaldt IN ('2020-10-16', '2020-01-29', '2020-09-15', '2020-07-17', '2019-12-30');"
ECL,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ECL' AND dlycaldt IN ('2020-08-20', '2020-08-25', '2021-01-05', '2022-07-19', '2022-07-20', '2020-03-23', '2020-03-23', '2020-03-23', '2020-05-19', '2020-07-31', '2020-07-31', '2020-04-20', '2020-04-20', '2020-04-27', '2020-02-28', '2020-05-07', '2020-05-01', '2020-11-25', '2021-03-25', '2020-10-23', '2020-01-14', '2020-02-19', '2020-07-14', '2021-01-04', '2021-02-19', '2021-02-09', '2020-07-01', '2022-02-28', '2020-04-09', '2020-04-30', '2020-04-30', '2021-06-17', '2021-05-12', '2020-08-27', '2020-08-27');"
ECOL,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ECOL' AND dlycaldt IN ('2022-04-13', '2020-09-15', '2019-12-24');"
ED,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ED' AND dlycaldt IN ('2020-09-23', '2020-03-13', '2020-03-17', '2020-03-02', '2020-12-18');"
EDIT,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='EDIT' AND dlycaldt IN ('2020-04-27', '2020-05-01', '2020-11-17', '2020-01-09', '2020-01-27', '2019-03-06', '2019-06-04', '2021-03-02', '2019-12-23', '2021-04-14');"
EDU,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='EDU' AND dlycaldt IN ('2020-10-09', '2020-12-31', '2020-12-23');"
EEFT,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='EEFT' AND dlycaldt IN ('2019-01-09', '2019-01-23');"
EFG,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='EFG' AND dlycaldt IN ('2022-01-28', '2022-05-16', '2020-10-09', '2020-06-09');"
EFV,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='EFV' AND dlycaldt IN ('2020-06-09');
EFX,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='EFX' AND dlycaldt IN ('2020-04-28', '2021-11-19', '2022-06-14', '2020-10-07', '2022-07-15', '2021-02-25', '2020-06-09');"
EGBN,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='EGBN' AND dlycaldt IN ('2019-06-24');
EGHT,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='EGHT' AND dlycaldt IN ('2019-03-18', '2019-08-16');"
EGP,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='EGP' AND dlycaldt IN ('2019-02-20');
EHC,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='EHC' AND dlycaldt IN ('2021-02-16', '2020-05-19', '2020-08-27');"
EHSTX,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='EHSTX' AND dlycaldt IN ('2021-12-28');
EIX,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='EIX' AND dlycaldt IN ('2020-02-20');
EJPRY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='EJPRY' AND dlycaldt IN ('2020-11-13');
EL,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='EL' AND dlycaldt IN ('2022-01-26', '2020-08-28', '2021-01-15', '2021-03-24', '2021-03-24', '2021-03-24', '2020-04-27', '2020-09-23', '2020-02-05', '2020-01-22', '2020-05-01', '2020-05-08', '2020-11-18', '2020-11-03', '2020-10-08', '2020-01-24', '2020-01-14', '2020-02-19', '2020-07-14', '2020-02-14', '2021-04-30', '2021-02-19', '2021-03-23', '2021-08-19', '2020-09-03', '2021-03-25', '2022-02-28', '2022-05-27', '2020-09-02', '2020-11-13', '2021-10-26', '2021-01-19', '2019-12-23', '2020-06-01', '2020-04-30', '2020-04-30', '2020-09-25', '2022-04-14', '2020-04-02');"
ELAN,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ELAN' AND dlycaldt IN ('2021-06-10', '2021-06-21', '2022-04-13', '2020-12-21', '2020-11-06', '2020-10-22', '2020-10-22', '2020-06-16', '2020-11-05', '2020-11-05');"
ELUXY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ELUXY' AND dlycaldt IN ('2020-03-19');
EMBC,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='EMBC' AND dlycaldt IN ('2022-04-01');
EMKR,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='EMKR' AND dlycaldt IN ('2021-04-19', '2021-04-19', '2021-04-19');"
EMN,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='EMN' AND dlycaldt IN ('2021-02-16', '2020-03-18', '2020-04-02');"
EMR,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='EMR' AND dlycaldt IN ('2021-02-16', '2020-03-16', '2020-03-17', '2020-05-13', '2021-05-20', '2020-04-22', '2020-07-31', '2020-10-20', '2022-03-10', '2020-04-03', '2020-04-03', '2021-12-10', '2022-08-08', '2021-09-13', '2021-07-01', '2020-07-28', '2021-02-05', '2021-09-10', '2020-04-02', '2022-06-10');"
EMXC,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='EMXC' AND dlycaldt IN ('2021-07-22', '2021-10-25');"
ENB,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ENB' AND dlycaldt IN ('2021-09-24', '2021-09-02', '2019-02-22', '2019-12-18');"
ENBL,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ENBL' AND dlycaldt IN ('2021-05-03', '2021-09-24', '2021-09-23', '2021-09-27', '2020-07-07', '2020-07-08', '2020-07-02', '2020-08-28', '2020-08-31', '2020-08-28', '2020-06-10', '2020-06-10', '2020-06-10', '2021-05-13', '2021-01-19', '2021-02-12', '2021-02-22', '2020-10-05', '2020-10-16', '2020-11-09', '2021-09-02', '2021-09-01', '2021-09-17', '2020-08-11', '2020-08-10', '2020-08-06', '2020-08-04', '2020-08-04', '2021-11-01', '2021-10-06', '2021-10-07', '2020-11-17');"
ENGGY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ENGGY' AND dlycaldt IN ('2020-03-18');
ENGIY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ENGIY' AND dlycaldt IN ('2020-04-14', '2020-11-13');"
ENLAY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ENLAY' AND dlycaldt IN ('2020-05-27');
ENLC,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ENLC' AND dlycaldt IN ('2021-05-27', '2021-05-26', '2021-05-20', '2021-05-28', '2020-07-07', '2020-07-02', '2021-07-07', '2021-07-01', '2020-08-28', '2020-08-28', '2020-06-10', '2020-06-10', '2021-12-29', '2022-02-09', '2021-05-13', '2021-02-12', '2021-01-19', '2021-02-19', '2021-02-22', '2021-02-24', '2021-02-24', '2021-03-01', '2021-03-01', '2020-10-05', '2020-10-22', '2020-11-09', '2021-09-02', '2021-09-01', '2021-09-14', '2020-11-12', '2022-03-02', '2021-06-11', '2022-02-14', '2022-02-18', '2022-02-18', '2021-04-07', '2021-04-01', '2020-08-04', '2022-01-06');"
ENOB,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ENOB' AND dlycaldt IN ('2022-07-18');
ENPH,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ENPH' AND dlycaldt IN ('2022-02-09', '2020-10-28', '2021-03-15', '2021-03-22');"
ENR,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ENR' AND dlycaldt IN ('2020-04-27', '2020-09-18', '2020-07-28');"
ENS,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ENS' AND dlycaldt IN ('2020-03-02');
ENTG,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ENTG' AND dlycaldt IN ('2020-04-28', '2020-07-15', '2020-08-10', '2020-06-30', '2020-08-12', '2020-06-26', '2020-01-17', '2020-07-17', '2020-04-23');"
ENV,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ENV' AND dlycaldt IN ('2020-02-24', '2020-02-21', '2020-01-09');"
EOG,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='EOG' AND dlycaldt IN ('2021-12-16', '2020-05-14', '2020-10-28', '2020-03-26');"
EOS-USD,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='EOS-USD' AND dlycaldt IN ('2021-04-13');
EPAM,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='EPAM' AND dlycaldt IN ('2020-11-12', '2020-11-12', '2021-12-09', '2021-02-18', '2020-06-09');"
EPAY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='EPAY' AND dlycaldt IN ('2020-06-24');
EPD,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='EPD' AND dlycaldt IN ('2021-11-02', '2021-01-22', '2022-02-14', '2021-11-17', '2021-11-19', '2021-12-02', '2021-12-03', '2020-09-11', '2022-05-13', '2021-08-13', '2021-02-12', '2021-02-10', '2022-04-19', '2021-09-20', '2022-06-23', '2020-05-13', '2020-02-13', '2021-11-19', '2021-11-15', '2021-05-13', '2022-01-18', '2021-03-16', '2020-11-09', '2020-11-14', '2020-11-13', '2022-01-24');"
EPOKY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='EPOKY' AND dlycaldt IN ('2020-01-13', '2019-06-24', '2019-03-18', '2019-03-19', '2020-08-04');"
EPR,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='EPR' AND dlycaldt IN ('2020-03-16');
EQIX,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='EQIX' AND dlycaldt IN ('2021-02-16', '2020-04-28', '2021-02-23', '2021-06-29', '2020-09-23', '2021-03-23', '2021-06-02', '2021-09-30', '2022-06-10', '2020-12-18');"
EQNR,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='EQNR' AND dlycaldt IN ('2021-01-11', '2020-11-13');"
EQUIX,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='EQUIX' AND dlycaldt IN ('2022-03-31', '2021-02-25');"
ERH,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ERH' AND dlycaldt IN ('2019-12-10');
ERIC,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ERIC' AND dlycaldt IN ('2020-11-19', '2020-11-04', '2020-03-18', '2021-01-11', '2020-11-13');"
ERJ,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ERJ' AND dlycaldt IN ('2021-02-16', '2021-02-17');"
ES,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ES' AND dlycaldt IN ('2020-03-23', '2020-02-28', '2021-01-05', '2021-09-30');"
ESGC,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ESGC' AND dlycaldt IN ('2021-08-05', '2021-02-12', '2021-02-12', '2021-08-05');"
